News#,Title Content,Match,Score,Polarity
613,"BATTLES FLARE NEAR SOUTHERN BEIRUT CAMPS","flare,",-1,NEGATIVE
614,"SOUTH AFRICAN OUTLOOK SEEN BRIGHTER LIBERTY LIFE","brighter, liberty,",2,POSITIVE
615,"MALAYSIAN FUND TO BE LAUNCHED IN US IN MAY","",0,NEUTRAL
616,"INDONESIAN INFLATION RATE 88 PCT IN 198687","",0,NEUTRAL
617,"UK MONEY MARKET GIVEN 53 MLN STG ASSISTANCE","",0,NEUTRAL
618,"COUPON CUT ON KEIHANSHIN REAL ESTATE WARRANT BOND","",0,NEUTRAL
619,"SAN MIGUEL DEAL HIT BY MORE LAWSUITS","",0,NEUTRAL
620,"RAIN BOOSTS CENTRAL QUEENSLAND SUGAR CANE CROP","",0,NEUTRAL
621,"FRENCH TRADERS FORECAST EC SUGAR TENDER","tender,",1,POSITIVE
622,"PHILADELPHIA SEES CURRENCY OPTIONS TRADE IN ASIA","",0,NEUTRAL
623,"THYSSEN UNIT TO COOPERATE WITH CANADIAN FIRM","",0,NEUTRAL
624,"ITALYS LA FONDIARIA TO REPORT HIGHER 1986 PROFITS","",0,NEUTRAL
625,"NATIONAL BANK MORTGAGE ISSUES CANADIAN DLR BOND","issues,",-1,NEGATIVE
626,"NICKEL PRICES UNLIKELY TO RISE MUCH SHEARSON","unlikely,",-1,NEGATIVE
627,"HONG KONG PROVIDES NEW GUARANTEE FOR MTRC DEBTS","debts, guarantee,",0,NEUTRAL
628,"HIGHER 1986 PROFIT FOR DUTCH CHEMICAL FIRM DSM","",0,NEUTRAL
629,"POEHL WARNS AGAINST FURTHER DOLLAR FALL","fall,",-1,NEGATIVE
630,"CINCINNATI BELL CSN STARTS AUXTON AUXT BID","",0,NEUTRAL
631,"CALIFORNIA BIOTECH CBIO SEES 1ST QTR LOSS","loss,",-1,NEGATIVE
632,"PALL CORP PLL SETS QUARTERLY DIVIDEND","",0,NEUTRAL
633,"JAPAN DIVISION OF LABOUR WITH ASIA URGED","",0,NEUTRAL
634,"BOTSWANA APPEALS FOR DROUGHT AID","drought,",-1,NEGATIVE
635,"UK GOVT TO INJECT 283 MLN STG INTO ROLLS ROYCE","",0,NEUTRAL
636,"CALIFORNIA MOVES AGAINST KMG MAIN HURDMAN","",0,NEUTRAL
637,"IRAN MOUNTS FRESH ATTACKS ON IRAQ NEAR BASRA","attacks, fresh,",0,NEUTRAL
638,"OECD URGES GERMANY TO STEP UP AID","",0,NEUTRAL
639,"UNILEVER SEEKS BUYER FOR STAUFFER CHEMICAL","",0,NEUTRAL
640,"ASEAN SHOWS MIXED PERFORMANCE IN 1986","",0,NEUTRAL
641,"CONRAC CORP SAID IT HAS ENTERED TALKS ON ITS ACQUISITION WITH SEVERAL PARTIES","",0,NEUTRAL
642,"BRITAIN JAPAN CLASH OVER STOCK MARKET ACCESS","clash,",-1,NEGATIVE
643,"CANADIAN AIRLINES TO PURCHASE SIX BOEING 767 AIRCRAFT","",0,NEUTRAL
644,"ALLIED SIGNAL ALD FIBERS UNIT SETS RESEARCH","",0,NEUTRAL
645,"VARIAN VAR GETS TOSHIBA CORP CONTRACT","",0,NEUTRAL
646,"ASIX SYSTEMS GETS MORE FINANCING","",0,NEUTRAL
647,"CONRAC CAX IN MERGER TALKS WITH SEVERAL","",0,NEUTRAL
648,"TOP FRENCH BANKER SEES CHINA FOREIGN DEBT VERY LOW","top, debt,",0,NEUTRAL
649,"JAPANS LDP URGES MORE IMPORTS OF 12 FARM ITEMS","",0,NEUTRAL
650,"AUSTRALIAN UNIONS LAUNCH NEW SOUTH WALES STRIKES","",0,NEUTRAL
651,"TANZANIA RAISES PRICES TO KEEP BUDGET DEFICIT DOWN","",0,NEUTRAL
652,"COMPUTER RESEARCH INC CORE 2ND QTR FEB 28 NET","",0,NEUTRAL
653,"NMR CENTERS NMRC STARTS BUILDING IMAGE CENTER","",0,NEUTRAL
654,"NO SPECIAL CHECKS AT GERMAN BANKS BECAUSE OF VW","",0,NEUTRAL
655,"AUSTRALIAN FOREIGN SHIP BAN ENDS","",0,NEUTRAL
656,"RUBBERMAID INC 1ST QTR SHR 28 CTS VS 22 CTS","",0,NEUTRAL
657,"INDEPENDENT CHAIRMAN FOR DUTCH CARGO DISPUTE","dispute,",-1,NEGATIVE
658,"ELECTRO RENT CORP ELRC 3RD QTR FEB 28 NET","",0,NEUTRAL
659,"BOEING BA UNIT CHOOSES UNDUCTED FAN ENGINE","",0,NEUTRAL
660,"RUBBERMAID INC RBD 1ST QTR NET","",0,NEUTRAL
661,"WTC INTERNATIONAL INC WAF 4TH QTR FEB 28 NET","",0,NEUTRAL
662,"UK MONEY MARKET GIVEN FURTHER 166 MLN STG HELP","",0,NEUTRAL
663,"MEAD CORP 1ST QTR OPER SHR 109 DLRS VS 67 CTS","",0,NEUTRAL
664,"CANADIAN AIRLINES TO PURCHASE SIX BOEINGBAJETS","",0,NEUTRAL
665,"RUBBERMAID RBD SEES CONTINUED IMPROVEMENT","improvement,",1,POSITIVE
666,"CAYUGA SAVINGS BANK CAYB 1ST QTR NET","savings,",1,POSITIVE
667,"JOHNSTOWN SAVINGS BANK FSB JSBK 1ST QTR NET","savings,",1,POSITIVE
668,"HOME SAVINGS AND LOAN ASSOCIATION INC HSLD","savings,",1,POSITIVE
669,"GEODYNAMICS CORP GDYN 3RD QTR FEB 27 NET","",0,NEUTRAL
670,"NORTH STAR URANIUM INC CHANGES NAME","",0,NEUTRAL
671,"GREAT LAKES CHEMICAL GLK TO BUILD NEW PLANT","great,",1,POSITIVE
672,"SWEDISH UNEMPLOYMENT STEADY IN MARCH","steady,",1,POSITIVE
673,"COMPAQ CPQ EXPECTS HIGHER FIRST QUARTER NET","",0,NEUTRAL
674,"CHRISTIAN DEMOCRAT MINISTERS RESIGN","",0,NEUTRAL
675,"MACOM MAI ENDS CHIEF OPERATING OFFICER POST","",0,NEUTRAL
676,"IU INTERNATIONAL IU TO SELL INSURANCE UNITS","",0,NEUTRAL
677,"COLOROCS CLRX EXTENDS WARRANT EXERCISE PERIOD","",0,NEUTRAL
678,"MASON BEST FORMS ENERGY HOLDING COMPANY","best,",1,POSITIVE
679,"CXR TELCOM CORP CXRL 3RD QTR MARCH 31 NET","",0,NEUTRAL
680,"PROXMIRE OUTLINES INSIDER TRADING LEGISLATION","",0,NEUTRAL
681,"HELEN OF TROY CORP HELE 4TH QTR FEB 28 NET","",0,NEUTRAL
682,"BANKERS TRUST BT PUTS BRAZIL ON NONACCRUAL","trust,",1,POSITIVE
683,"FIRST MERCANTILE CURRENCY FUND INC 1ST QTR NET","",0,NEUTRAL
684,"UK INTERVENTION BD SAYS EC SOLD 118350 TONNES WHITE SUGAR AT REBATE 46496 ECUS","",0,NEUTRAL
685,"STOLTENBERG SEES MOVES TO STRENGTHEN PARIS ACCORD","",0,NEUTRAL
686,"UK INTERVENTION BOARD DETAILS EC SUGAR SALES","",0,NEUTRAL
687,"FORD EXTENDS INCENTIVE PROGRAM ON LIGHT TRUCKS TO APRIL 30 FROM APRIL SIX","",0,NEUTRAL
688,"NORANDA TO SELL 150 MLN DLRS IN DEBENTURES","",0,NEUTRAL
689,"BACHE SECURITIES CANADA BUYS TORONTO EXCHANGE SEAT FOR 301000 DLRS","",0,NEUTRAL
690,"MAFINA BOND WITH WARRANTS SET AT 250 MLN SFR","",0,NEUTRAL
691,"MEAD MEA EXPECTS IMPROVED EARNINGS THIS YEAR","improved,",1,POSITIVE
692,"ENDOTRONICS SEEKS TO ESTABLISH 2ND QTR RESERVE","",0,NEUTRAL
693,"AMERTEK INC ATEKF 1ST QTR NET","",0,NEUTRAL
694,"COMSTOCK GROUP CSTK SELLS PREFERRED STOCK","",0,NEUTRAL
695,"QVC NETWORK QVCN CLARIFIES AGREEMENT","",0,NEUTRAL
696,"ALEX BROWN INC ABSB 1ST QTR MARCH 27 NET","",0,NEUTRAL
697,"EQUITABLE RESOURCES EQT FILES UNIT OFFERING","equitable,",1,POSITIVE
698,"TOWN AND COUNTRY JEWELRY MANUFACTURING TCJC","",0,NEUTRAL
